"","SpecCode","Species","Genus","Subfamily","Family","Order","Class","SuperClass"
"20643",51383,"Sartor respectus","Sartor",NA,"Anostomidae","Characiformes","Actinopterygii","Osteichthyes"
"20644",51384,"Gnathodolus bidens","Gnathodolus",NA,"Anostomidae","Characiformes","Actinopterygii","Osteichthyes"
"20645",51385,"Micromischodus sugillatus","Micromischodus",NA,"Hemiodontidae","Characiformes","Actinopterygii","Osteichthyes"
"20646",51386,"Girella elevata","Girella","Girellinae","Kyphosidae","Perciformes","Actinopterygii","Osteichthyes"
"20647",51387,"Hemiodus thayeria","Hemiodus",NA,"Hemiodontidae","Characiformes","Actinopterygii","Osteichthyes"
"20648",51388,"Artediellus gomojunovi","Artediellus",NA,"Cottidae","Scorpaeniformes","Actinopterygii","Osteichthyes"
"20649",51389,"Artediellus miacanthus","Artediellus",NA,"Cottidae","Scorpaeniformes","Actinopterygii","Osteichthyes"
"20650",51390,"Hemiodus ternetzi","Hemiodus",NA,"Hemiodontidae","Characiformes","Actinopterygii","Osteichthyes"
"20651",51392,"Cyphocharax gillii","Cyphocharax",NA,"Curimatidae","Characiformes","Actinopterygii","Osteichthyes"
"20652",51393,"Hemiodus sterni","Hemiodus",NA,"Hemiodontidae","Characiformes","Actinopterygii","Osteichthyes"
"20653",51394,"Hemiodus parnaguae","Hemiodus",NA,"Hemiodontidae","Characiformes","Actinopterygii","Osteichthyes"
"20654",51395,"Cyphocharax spiluropsis","Cyphocharax",NA,"Curimatidae","Characiformes","Actinopterygii","Osteichthyes"
"20655",51396,"Hemiodus argenteus","Hemiodus",NA,"Hemiodontidae","Characiformes","Actinopterygii","Osteichthyes"
"20656",51397,"Cyphocharax oenas","Cyphocharax",NA,"Curimatidae","Characiformes","Actinopterygii","Osteichthyes"
"20657",51398,"Careproctus abbreviatus","Careproctus",NA,"Liparidae","Scorpaeniformes","Actinopterygii","Osteichthyes"
"20658",51399,"Pseudoliparis amblystomopsis","Pseudoliparis",NA,"Liparidae","Scorpaeniformes","Actinopterygii","Osteichthyes"
"20659",51400,"Careproctus attenuatus","Careproctus",NA,"Liparidae","Scorpaeniformes","Actinopterygii","Osteichthyes"
"20660",51401,"Careproctus cypseluroides","Careproctus",NA,"Liparidae","Scorpaeniformes","Actinopterygii","Osteichthyes"
"20661",51402,"Careproctus mederi","Careproctus",NA,"Liparidae","Scorpaeniformes","Actinopterygii","Osteichthyes"
"20662",51403,"Careproctus melanuroides","Careproctus",NA,"Liparidae","Scorpaeniformes","Actinopterygii","Osteichthyes"
"20663",51404,"Careproctus nigricans","Careproctus",NA,"Liparidae","Scorpaeniformes","Actinopterygii","Osteichthyes"
"20664",51405,"Careproctus rastrinoides","Careproctus",NA,"Liparidae","Scorpaeniformes","Actinopterygii","Osteichthyes"
"20665",51406,"Careproctus scottae","Careproctus",NA,"Liparidae","Scorpaeniformes","Actinopterygii","Osteichthyes"
"20666",51407,"Careproctus seraphimae","Careproctus",NA,"Liparidae","Scorpaeniformes","Actinopterygii","Osteichthyes"
"20667",51411,"Cyclopteropsis brashnikowi","Cyclopteropsis",NA,"Cyclopteridae","Scorpaeniformes","Actinopterygii","Osteichthyes"
"20668",51412,"Eumicrotremus phrynoides","Eumicrotremus",NA,"Cyclopteridae","Scorpaeniformes","Actinopterygii","Osteichthyes"
"20669",51415,"Cyclopteropsis popovi","Cyclopteropsis",NA,"Cyclopteridae","Scorpaeniformes","Actinopterygii","Osteichthyes"
"20670",51416,"Parodon caliensis","Parodon",NA,"Parodontidae","Characiformes","Actinopterygii","Osteichthyes"
"20671",51417,"Elassodiscus tremebundus","Elassodiscus",NA,"Liparidae","Scorpaeniformes","Actinopterygii","Osteichthyes"
"20672",51418,"Parodon carrikeri","Parodon",NA,"Parodontidae","Characiformes","Actinopterygii","Osteichthyes"
"20673",51419,"Eumicrotremus andriashevi","Eumicrotremus",NA,"Cyclopteridae","Scorpaeniformes","Actinopterygii","Osteichthyes"
"20674",51421,"Parodon bifasciatus","Parodon",NA,"Parodontidae","Characiformes","Actinopterygii","Osteichthyes"
"20675",51423,"Ichthyoelephas longirostris","Ichthyoelephas",NA,"Prochilodontidae","Characiformes","Actinopterygii","Osteichthyes"
"20676",51425,"Eumicrotremus soldatovi","Eumicrotremus",NA,"Cyclopteridae","Scorpaeniformes","Actinopterygii","Osteichthyes"
"20677",51426,"Liparis bristolensis","Liparis",NA,"Liparidae","Scorpaeniformes","Actinopterygii","Osteichthyes"
"20678",51427,"Liparis curilensis","Liparis",NA,"Liparidae","Scorpaeniformes","Actinopterygii","Osteichthyes"
"20679",51428,"Liparis dulkeiti","Liparis",NA,"Liparidae","Scorpaeniformes","Actinopterygii","Osteichthyes"
"20680",51429,"Liparis marmoratus","Liparis",NA,"Liparidae","Scorpaeniformes","Actinopterygii","Osteichthyes"
"20681",51430,"Careproctus longifilis","Careproctus",NA,"Liparidae","Scorpaeniformes","Actinopterygii","Osteichthyes"
"20682",51431,"Liparis megacephalus","Liparis",NA,"Liparidae","Scorpaeniformes","Actinopterygii","Osteichthyes"
"20683",51432,"Liparis micraspidophorus","Liparis",NA,"Liparidae","Scorpaeniformes","Actinopterygii","Osteichthyes"
"20684",51434,"Dactylagnus mundus","Dactylagnus",NA,"Dactyloscopidae","Perciformes","Actinopterygii","Osteichthyes"
"20685",51435,"Careproctus microstomus","Careproctus",NA,"Liparidae","Scorpaeniformes","Actinopterygii","Osteichthyes"
"20686",51436,"Myxodagnus opercularis","Myxodagnus",NA,"Dactyloscopidae","Perciformes","Actinopterygii","Osteichthyes"
"20687",51437,"Liparis punctatus","Liparis",NA,"Liparidae","Scorpaeniformes","Actinopterygii","Osteichthyes"
"20688",51440,"Liparis schantarensis","Liparis",NA,"Liparidae","Scorpaeniformes","Actinopterygii","Osteichthyes"
"20689",51441,"Platygillellus rubellulus","Platygillellus",NA,"Dactyloscopidae","Perciformes","Actinopterygii","Osteichthyes"
"20690",51442,"Paraliparis albeolus","Paraliparis",NA,"Liparidae","Scorpaeniformes","Actinopterygii","Osteichthyes"
"20691",51443,"Elassodiscus caudatus","Elassodiscus",NA,"Liparidae","Scorpaeniformes","Actinopterygii","Osteichthyes"
"20692",51444,"Paraliparis dactyloides","Paraliparis",NA,"Liparidae","Scorpaeniformes","Actinopterygii","Osteichthyes"
"20693",51445,"Paraliparis dactylosus","Paraliparis",NA,"Liparidae","Scorpaeniformes","Actinopterygii","Osteichthyes"
"20694",51447,"Sindoscopus australis","Sindoscopus",NA,"Dactyloscopidae","Perciformes","Actinopterygii","Osteichthyes"
"20695",51454,"Akrokolioplax bicornis","Akrokolioplax","Labeoninae","Cyprinidae","Cypriniformes","Actinopterygii","Osteichthyes"
"20696",51459,"Kneria uluguru","Kneria",NA,"Kneriidae","Gonorynchiformes","Actinopterygii","Osteichthyes"
"20697",51460,"Careproctus filamentosus","Careproctus",NA,"Liparidae","Scorpaeniformes","Actinopterygii","Osteichthyes"
"20698",51462,"Kneria ruaha","Kneria",NA,"Kneriidae","Gonorynchiformes","Actinopterygii","Osteichthyes"
"20699",51463,"Paraliparis pectoralis","Paraliparis",NA,"Liparidae","Scorpaeniformes","Actinopterygii","Osteichthyes"
"20700",51465,"Kneria rukwaensis","Kneria",NA,"Kneriidae","Gonorynchiformes","Actinopterygii","Osteichthyes"
"20701",51466,"Azygopterus corallinus","Azygopterus","Azygopterinae","Stichaeidae","Perciformes","Actinopterygii","Osteichthyes"
"20702",51468,"Parakneria tanzaniae","Parakneria",NA,"Kneriidae","Gonorynchiformes","Actinopterygii","Osteichthyes"
"20703",51469,"Aequidens gerciliae","Aequidens","Cichlasomatinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"20704",51471,"Aequidens epae","Aequidens","Cichlasomatinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"20705",51472,"Aequidens michaeli","Aequidens","Cichlasomatinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"20706",51477,"Careproctus canus","Careproctus",NA,"Liparidae","Scorpaeniformes","Actinopterygii","Osteichthyes"
"20707",51484,"Careproctus zachirus","Careproctus",NA,"Liparidae","Scorpaeniformes","Actinopterygii","Osteichthyes"
"20708",51485,"Careproctus bowersianus","Careproctus",NA,"Liparidae","Scorpaeniformes","Actinopterygii","Osteichthyes"
"20709",51486,"Thyriscus anoplus","Thyriscus",NA,"Cottidae","Scorpaeniformes","Actinopterygii","Osteichthyes"
"20710",51487,"Tyttocharax tambopatensis","Tyttocharax","Stevardiinae","Characidae","Characiformes","Actinopterygii","Osteichthyes"
"20711",51488,"Careproctus mollis","Careproctus",NA,"Liparidae","Scorpaeniformes","Actinopterygii","Osteichthyes"
"20712",51489,"Careproctus curilanus","Careproctus",NA,"Liparidae","Scorpaeniformes","Actinopterygii","Osteichthyes"
"20713",51497,"Icelus uncinalis","Icelus",NA,"Cottidae","Scorpaeniformes","Actinopterygii","Osteichthyes"
"20714",51499,"Genioliparis ferox","Genioliparis",NA,"Liparidae","Scorpaeniformes","Actinopterygii","Osteichthyes"
"20715",51500,"Acantholiparis caecus","Acantholiparis",NA,"Liparidae","Scorpaeniformes","Actinopterygii","Osteichthyes"
"20716",51501,"Cochleoceps orientalis","Cochleoceps","Gobiesocinae","Gobiesocidae","Gobiesociformes","Actinopterygii","Osteichthyes"
"20717",51502,"Parvicrepis parvipinnis","Parvicrepis","Gobiesocinae","Gobiesocidae","Gobiesociformes","Actinopterygii","Osteichthyes"
"20718",51505,"Aspasmogaster tasmaniensis","Aspasmogaster","Gobiesocinae","Gobiesocidae","Gobiesociformes","Actinopterygii","Osteichthyes"
"20719",51506,"Aspasmogaster liorhyncha","Aspasmogaster","Gobiesocinae","Gobiesocidae","Gobiesociformes","Actinopterygii","Osteichthyes"
"20720",51507,"Creocele cardinalis","Creocele","Gobiesocinae","Gobiesocidae","Gobiesociformes","Actinopterygii","Osteichthyes"
"20721",51508,"Cepola australis","Cepola",NA,"Cepolidae","Perciformes","Actinopterygii","Osteichthyes"
"20722",51509,"Enigmapercis reducta","Enigmapercis","Hemerocoetinae","Percophidae","Perciformes","Actinopterygii","Osteichthyes"
"20723",51510,"Creedia haswelli","Creedia",NA,"Creediidae","Perciformes","Actinopterygii","Osteichthyes"
"20724",51511,"Creedia partimsquamigera","Creedia",NA,"Creediidae","Perciformes","Actinopterygii","Osteichthyes"
"20725",51512,"Lesueurina platycephala","Lesueurina",NA,"Leptoscopidae","Perciformes","Actinopterygii","Osteichthyes"
"20726",51513,"Crapatalus munroi","Crapatalus",NA,"Leptoscopidae","Perciformes","Actinopterygii","Osteichthyes"
"20727",51514,"Bovichtus angustifrons","Bovichtus",NA,"Bovichtidae","Perciformes","Actinopterygii","Osteichthyes"
"20728",51515,"Cristiceps australis","Cristiceps",NA,"Clinidae","Perciformes","Actinopterygii","Osteichthyes"
"20729",51516,"Cristiceps argyropleura","Cristiceps",NA,"Clinidae","Perciformes","Actinopterygii","Osteichthyes"
"20730",51517,"Heteroclinus heptaeolus","Heteroclinus",NA,"Clinidae","Perciformes","Actinopterygii","Osteichthyes"
"20731",51518,"Heteroclinus nasutus","Heteroclinus",NA,"Clinidae","Perciformes","Actinopterygii","Osteichthyes"
"20732",51519,"Heteroclinus eckloniae","Heteroclinus",NA,"Clinidae","Perciformes","Actinopterygii","Osteichthyes"
"20733",51521,"Heteroclinus perspicillatus","Heteroclinus",NA,"Clinidae","Perciformes","Actinopterygii","Osteichthyes"
"20734",51522,"Paraliparis mento","Paraliparis",NA,"Liparidae","Scorpaeniformes","Actinopterygii","Osteichthyes"
"20735",51524,"Paramonacanthus otisensis","Paramonacanthus",NA,"Monacanthidae","Tetraodontiformes","Actinopterygii","Osteichthyes"
"20736",51527,"Australoheros tembe","Australoheros","Cichlasomatinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"20737",51528,"Tatia strigata","Tatia","Centromochlinae","Auchenipteridae","Siluriformes","Actinopterygii","Osteichthyes"
"20738",51529,"Paraliparis megalopus","Paraliparis",NA,"Liparidae","Scorpaeniformes","Actinopterygii","Osteichthyes"
"20739",51538,"Enneapterygius atriceps","Enneapterygius","Tripterygiinae","Tripterygiidae","Perciformes","Actinopterygii","Osteichthyes"
"20740",51539,"Enneapterygius bahasa","Enneapterygius","Tripterygiinae","Tripterygiidae","Perciformes","Actinopterygii","Osteichthyes"
"20741",51540,"Enneapterygius clea","Enneapterygius","Tripterygiinae","Tripterygiidae","Perciformes","Actinopterygii","Osteichthyes"
"20742",51541,"Enneapterygius fuscoventer","Enneapterygius","Tripterygiinae","Tripterygiidae","Perciformes","Actinopterygii","Osteichthyes"
"20743",51543,"Enneapterygius howensis","Enneapterygius","Tripterygiinae","Tripterygiidae","Perciformes","Actinopterygii","Osteichthyes"
"20744",51544,"Enneapterygius miyakensis","Enneapterygius","Tripterygiinae","Tripterygiidae","Perciformes","Actinopterygii","Osteichthyes"
"20745",51546,"Enneapterygius namarrgon","Enneapterygius","Tripterygiinae","Tripterygiidae","Perciformes","Actinopterygii","Osteichthyes"
"20746",51547,"Enneapterygius nigricauda","Enneapterygius","Tripterygiinae","Tripterygiidae","Perciformes","Actinopterygii","Osteichthyes"
"20747",51548,"Microthrissa whiteheadi","Microthrissa","Dorosomatinae","Clupeidae","Clupeiformes","Actinopterygii","Osteichthyes"
"20748",51549,"Enneapterygius ornatus","Enneapterygius","Tripterygiinae","Tripterygiidae","Perciformes","Actinopterygii","Osteichthyes"
"20749",51550,"Enneapterygius pallidoserialis","Enneapterygius","Tripterygiinae","Tripterygiidae","Perciformes","Actinopterygii","Osteichthyes"
"20750",51551,"Enneapterygius randalli","Enneapterygius","Tripterygiinae","Tripterygiidae","Perciformes","Actinopterygii","Osteichthyes"
"20751",51552,"Nannocharax rubrolabiatus","Nannocharax",NA,"Distichodontidae","Characiformes","Actinopterygii","Osteichthyes"
"20752",51553,"Enneapterygius rhothion","Enneapterygius","Tripterygiinae","Tripterygiidae","Perciformes","Actinopterygii","Osteichthyes"
"20753",51554,"Temnocora candida","Temnocora",NA,"Liparidae","Scorpaeniformes","Actinopterygii","Osteichthyes"
"20754",51555,"Enneapterygius rubicauda","Enneapterygius","Tripterygiinae","Tripterygiidae","Perciformes","Actinopterygii","Osteichthyes"
"20755",51557,"Enneapterygius signicauda","Enneapterygius","Tripterygiinae","Tripterygiidae","Perciformes","Actinopterygii","Osteichthyes"
"20756",51558,"Enneapterygius similis","Enneapterygius","Tripterygiinae","Tripterygiidae","Perciformes","Actinopterygii","Osteichthyes"
"20757",51559,"Enneapterygius unimaculatus","Enneapterygius","Tripterygiinae","Tripterygiidae","Perciformes","Actinopterygii","Osteichthyes"
"20758",51560,"Enneapterygius vexillarius","Enneapterygius","Tripterygiinae","Tripterygiidae","Perciformes","Actinopterygii","Osteichthyes"
"20759",51561,"Enneapterygius williamsi","Enneapterygius","Tripterygiinae","Tripterygiidae","Perciformes","Actinopterygii","Osteichthyes"
"20760",51563,"Helcogramma fuscipectoris","Helcogramma","Tripterygiinae","Tripterygiidae","Perciformes","Actinopterygii","Osteichthyes"
"20761",51565,"Helcogramma inclinata","Helcogramma","Tripterygiinae","Tripterygiidae","Perciformes","Actinopterygii","Osteichthyes"
"20762",51566,"Helcogramma kranos","Helcogramma","Tripterygiinae","Tripterygiidae","Perciformes","Actinopterygii","Osteichthyes"
"20763",51567,"Helcogramma solorensis","Helcogramma","Tripterygiinae","Tripterygiidae","Perciformes","Actinopterygii","Osteichthyes"
"20764",51568,"Neblinichthys roraima","Neblinichthys","Ancistrinae","Loricariidae","Siluriformes","Actinopterygii","Osteichthyes"
"20765",51569,"Tatia boemia","Tatia","Centromochlinae","Auchenipteridae","Siluriformes","Actinopterygii","Osteichthyes"
"20766",51570,"Aphyolebias obliquus","Aphyolebias",NA,"Rivulidae","Cyprinodontiformes","Actinopterygii","Osteichthyes"
"20767",51571,"Chilodus gracilis","Chilodus",NA,"Chilodontidae","Characiformes","Actinopterygii","Osteichthyes"
"20768",51572,"Chiloglanis asymetricaudalis","Chiloglanis",NA,"Mochokidae","Siluriformes","Actinopterygii","Osteichthyes"
"20769",51573,"Ptychocharax rhyacophila","Ptychocharax","Stevardiinae","Characidae","Characiformes","Actinopterygii","Osteichthyes"
"20770",51574,"Chiloglanis ruziziensis","Chiloglanis",NA,"Mochokidae","Siluriformes","Actinopterygii","Osteichthyes"
"20771",51575,"Hypobrycon maromba","Hypobrycon","Stevardiinae","Characidae","Characiformes","Actinopterygii","Osteichthyes"
"20772",51576,"Mastacembelus robertsi","Mastacembelus",NA,"Mastacembelidae","Synbranchiformes","Actinopterygii","Osteichthyes"
"20773",51577,"Ancistrus ranunculus","Ancistrus","Ancistrinae","Loricariidae","Siluriformes","Actinopterygii","Osteichthyes"
"20774",51578,"Betta prima","Betta","Macropodusinae","Osphronemidae","Perciformes","Actinopterygii","Osteichthyes"
"20775",51579,"Betta simplex","Betta","Macropodusinae","Osphronemidae","Perciformes","Actinopterygii","Osteichthyes"
"20776",51580,"Pallidochromis tokolosh","Pallidochromis","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"20777",51581,"Trichomycterus castroi","Trichomycterus","Trichomycterinae","Trichomycteridae","Siluriformes","Actinopterygii","Osteichthyes"
"20778",51582,"Pseudexostoma yunnanense","Pseudexostoma","Glyptosterninae","Sisoridae","Siluriformes","Actinopterygii","Osteichthyes"
"20779",51584,"Pseudexostoma brachysoma","Pseudexostoma","Glyptosterninae","Sisoridae","Siluriformes","Actinopterygii","Osteichthyes"
"20780",51585,"Cephalocassis manillensis","Cephalocassis","Ariinae","Ariidae","Siluriformes","Actinopterygii","Osteichthyes"
"20781",51586,"Pseudanthias hawaiiensis","Pseudanthias","Anthiinae","Serranidae","Perciformes","Actinopterygii","Osteichthyes"
"20782",51588,"Serrasalmus compressus","Serrasalmus",NA,"Serrasalmidae","Characiformes","Actinopterygii","Osteichthyes"
"20783",51589,"Polypterus polli","Polypterus",NA,"Polypteridae","Polypteriformes","Actinopterygii","Osteichthyes"
"20784",51592,"Psenopsis intermedia","Psenopsis",NA,"Centrolophidae","Perciformes","Actinopterygii","Osteichthyes"
"20785",51594,"Cathorops agassizii","Cathorops","Ariinae","Ariidae","Siluriformes","Actinopterygii","Osteichthyes"
"20786",51595,"Cathorops arenatus","Cathorops","Ariinae","Ariidae","Siluriformes","Actinopterygii","Osteichthyes"
"20787",51597,"Xenotilapia nasus","Xenotilapia","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"20788",51599,"Ariomma parini","Ariomma",NA,"Ariommatidae","Perciformes","Actinopterygii","Osteichthyes"
"20789",51600,"Liparis rhodosoma","Liparis",NA,"Liparidae","Scorpaeniformes","Actinopterygii","Osteichthyes"
"20790",51601,"Maurolicus inventionis","Maurolicus","Maurolicinae","Sternoptychidae","Stomiiformes","Actinopterygii","Osteichthyes"
"20791",51602,"Trematocara zebra","Trematocara","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"20792",51603,"Maurolicus stehmanni","Maurolicus","Maurolicinae","Sternoptychidae","Stomiiformes","Actinopterygii","Osteichthyes"
"20793",51604,"Polypera simushirae","Polypera",NA,"Liparidae","Scorpaeniformes","Actinopterygii","Osteichthyes"
"20794",51605,"Cyclopsis tentacularis","Cyclopsis",NA,"Cyclopteridae","Scorpaeniformes","Actinopterygii","Osteichthyes"
"20795",51606,"Maurolicus parvipinnis","Maurolicus","Maurolicinae","Sternoptychidae","Stomiiformes","Actinopterygii","Osteichthyes"
"20796",51607,"Maurolicus walvisensis","Maurolicus","Maurolicinae","Sternoptychidae","Stomiiformes","Actinopterygii","Osteichthyes"
"20797",51608,"Maurolicus rudjakovi","Maurolicus","Maurolicinae","Sternoptychidae","Stomiiformes","Actinopterygii","Osteichthyes"
"20798",51609,"Maurolicus australis","Maurolicus","Maurolicinae","Sternoptychidae","Stomiiformes","Actinopterygii","Osteichthyes"
"20799",51610,"Maurolicus imperatorius","Maurolicus","Maurolicinae","Sternoptychidae","Stomiiformes","Actinopterygii","Osteichthyes"
"20800",51611,"Maurolicus weitzmani","Maurolicus","Maurolicinae","Sternoptychidae","Stomiiformes","Actinopterygii","Osteichthyes"
"20801",51613,"Maurolicus kornilovorum","Maurolicus","Maurolicinae","Sternoptychidae","Stomiiformes","Actinopterygii","Osteichthyes"
"20802",51614,"Maurolicus javanicus","Maurolicus","Maurolicinae","Sternoptychidae","Stomiiformes","Actinopterygii","Osteichthyes"
"20803",51615,"Maurolicus mucronatus","Maurolicus","Maurolicinae","Sternoptychidae","Stomiiformes","Actinopterygii","Osteichthyes"
"20804",51616,"Maurolicus breviculus","Maurolicus","Maurolicinae","Sternoptychidae","Stomiiformes","Actinopterygii","Osteichthyes"
"20805",51617,"Galeus springeri","Galeus",NA,"Scyliorhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes"
"20806",51618,"Galeus gracilis","Galeus",NA,"Scyliorhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes"
"20807",51620,"Hongeo koreana","Hongeo",NA,"Rajidae","Rajiformes","Elasmobranchii","Chondrichthyes"
"20808",51621,"Squaloliparis dentatus","Squaloliparis",NA,"Liparidae","Scorpaeniformes","Actinopterygii","Osteichthyes"
"20809",51622,"Careproctus marginatus","Careproctus",NA,"Liparidae","Scorpaeniformes","Actinopterygii","Osteichthyes"
"20810",51623,"Paraliparis dipterus","Paraliparis",NA,"Liparidae","Scorpaeniformes","Actinopterygii","Osteichthyes"
"20811",51624,"Gurgesiella furvescens","Gurgesiella",NA,"Gurgesiellidae","Rajiformes","Elasmobranchii",NA
"20812",51635,"Sympterygia lima","Sympterygia",NA,"Arhynchobatidae","Rajiformes","Elasmobranchii","Chondrichthyes"
"20813",51636,"Zearaja chilensis","Zearaja",NA,"Rajidae","Rajiformes","Elasmobranchii","Chondrichthyes"
"20814",51638,"Cubiceps nanus","Cubiceps",NA,"Nomeidae","Perciformes","Actinopterygii","Osteichthyes"
"20815",51639,"Cubiceps macrolepis","Cubiceps",NA,"Nomeidae","Perciformes","Actinopterygii","Osteichthyes"
"20816",51644,"Scriptaphyosemion bertholdi","Scriptaphyosemion",NA,"Nothobranchiidae","Cyprinodontiformes","Actinopterygii","Osteichthyes"
"20817",51645,"Microlipophrys caboverdensis","Microlipophrys","Salariinae","Blenniidae","Perciformes","Actinopterygii","Osteichthyes"
"20818",51646,"Parablennius salensis","Parablennius","Salariinae","Blenniidae","Perciformes","Actinopterygii","Osteichthyes"
"20819",51647,"Scartella caboverdiana","Scartella","Salariinae","Blenniidae","Perciformes","Actinopterygii","Osteichthyes"
"20820",51656,"Nezumia obliquata","Nezumia","Macrourinae","Macrouridae","Gadiformes","Actinopterygii","Osteichthyes"
"20821",51657,"Nezumia tinro","Nezumia","Macrourinae","Macrouridae","Gadiformes","Actinopterygii","Osteichthyes"
"20822",51659,"Labrus viridis","Labrus",NA,"Labridae","Perciformes","Actinopterygii","Osteichthyes"
"20823",51660,"Coelorinchus anisacanthus","Coelorinchus","Macrourinae","Macrouridae","Gadiformes","Actinopterygii","Osteichthyes"
"20824",51661,"Coelorinchus aratrum","Coelorinchus","Macrourinae","Macrouridae","Gadiformes","Actinopterygii","Osteichthyes"
"20825",51662,"Coelorinchus doryssus","Coelorinchus","Macrourinae","Macrouridae","Gadiformes","Actinopterygii","Osteichthyes"
"20826",51664,"Erythrocles acarina","Erythrocles",NA,"Emmelichthyidae","Perciformes","Actinopterygii","Osteichthyes"
"20827",51667,"Emmelichthys nitidus cyanescens","Emmelichthys",NA,"Emmelichthyidae","Perciformes","Actinopterygii","Osteichthyes"
"20828",51668,"Emmelichthys karnellai","Emmelichthys",NA,"Emmelichthyidae","Perciformes","Actinopterygii","Osteichthyes"
"20829",51671,"Erythrocles taeniatus","Erythrocles",NA,"Emmelichthyidae","Perciformes","Actinopterygii","Osteichthyes"
"20830",51672,"Stichaeus fuscus","Stichaeus","Stichaeinae","Stichaeidae","Perciformes","Actinopterygii","Osteichthyes"
"20831",51677,"Astronesthes lamellosus","Astronesthes","Astronesthinae","Stomiidae","Stomiiformes","Actinopterygii","Osteichthyes"
"20832",51678,"Astronesthes dupliglandis","Astronesthes","Astronesthinae","Stomiidae","Stomiiformes","Actinopterygii","Osteichthyes"
"20833",51681,"Astronesthes indopacificus","Astronesthes","Astronesthinae","Stomiidae","Stomiiformes","Actinopterygii","Osteichthyes"
"20834",51688,"Neolamprologus longicaudatus","Neolamprologus","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"20835",51689,"Conocara kreffti","Conocara",NA,"Alepocephalidae","Osmeriformes","Actinopterygii","Osteichthyes"
"20836",51690,"Neolamprologus bifasciatus","Neolamprologus","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"20837",51691,"Neolamprologus ventralis","Neolamprologus","Pseudocrenilabrinae","Cichlidae","Perciformes","Actinopterygii","Osteichthyes"
"20838",51692,"Myripristis astakhovi","Myripristis","Myripristinae","Holocentridae","Beryciformes","Actinopterygii","Osteichthyes"
"20839",51693,"Dolichopteryx anascopa","Dolichopteryx",NA,"Opisthoproctidae","Osmeriformes","Actinopterygii","Osteichthyes"
"20840",51694,"Liparis tartaricus","Liparis",NA,"Liparidae","Scorpaeniformes","Actinopterygii","Osteichthyes"
"20841",51695,"Halophryne hutchinsi","Halophryne","Halophryninae","Batrachoididae","Batrachoidiformes","Actinopterygii","Osteichthyes"
"20842",51697,"Oxyurichthys heisei","Oxyurichthys","Gobionellinae","Gobiidae","Perciformes","Actinopterygii","Osteichthyes"
"20843",51698,"Oxyurichthys paulae","Oxyurichthys","Gobionellinae","Gobiidae","Perciformes","Actinopterygii","Osteichthyes"
"20844",51699,"Oxyurichthys takagi","Oxyurichthys","Gobionellinae","Gobiidae","Perciformes","Actinopterygii","Osteichthyes"
"20845",51700,"Oxyurichthys lonchotus","Oxyurichthys","Gobionellinae","Gobiidae","Perciformes","Actinopterygii","Osteichthyes"
"20846",51704,"Rhynchactis macrothrix","Rhynchactis",NA,"Gigantactinidae","Lophiiformes","Actinopterygii","Osteichthyes"
"20847",51705,"Rhynchactis microthrix","Rhynchactis",NA,"Gigantactinidae","Lophiiformes","Actinopterygii","Osteichthyes"
"20848",51706,"Eustomias aequatorialis","Eustomias","Melanostomiinae","Stomiidae","Stomiiformes","Actinopterygii","Osteichthyes"
"20849",51707,"Creagrutus nigrostigmatus","Creagrutus","Stevardiinae","Characidae","Characiformes","Actinopterygii","Osteichthyes"
"20850",51708,"Creagrutus maracaiboensis","Creagrutus","Stevardiinae","Characidae","Characiformes","Actinopterygii","Osteichthyes"
"20851",51709,"Eustomias intermedius","Eustomias","Melanostomiinae","Stomiidae","Stomiiformes","Actinopterygii","Osteichthyes"
"20852",51710,"Eustomias tomentosis","Eustomias","Melanostomiinae","Stomiidae","Stomiiformes","Actinopterygii","Osteichthyes"
"20853",51711,"Eustomias insularum","Eustomias","Melanostomiinae","Stomiidae","Stomiiformes","Actinopterygii","Osteichthyes"
"20854",51712,"Eustomias woollardi","Eustomias","Melanostomiinae","Stomiidae","Stomiiformes","Actinopterygii","Osteichthyes"
"20855",51722,"Plagiogeneion geminatum","Plagiogeneion",NA,"Emmelichthyidae","Perciformes","Actinopterygii","Osteichthyes"
"20856",51724,"Plagiogeneion unispina","Plagiogeneion",NA,"Emmelichthyidae","Perciformes","Actinopterygii","Osteichthyes"
"20857",51725,"Plagiogeneion fiolenti","Plagiogeneion",NA,"Emmelichthyidae","Perciformes","Actinopterygii","Osteichthyes"
"20858",51728,"Psychrolutes occidentalis","Psychrolutes",NA,"Psychrolutidae","Scorpaeniformes","Actinopterygii","Osteichthyes"
