"","SpecCode","Species","Genus","Subfamily","Family","Order","Class","SuperClass"
"230",240,"Oncorhynchus gorbuscha","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Actinopterygii","Osteichthyes"
"231",241,"Oncorhynchus keta","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Actinopterygii","Osteichthyes"
"232",242,"Oncorhynchus masou","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Actinopterygii","Osteichthyes"
"233",243,"Oncorhynchus nerka","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Actinopterygii","Osteichthyes"
"234",244,"Oncorhynchus tshawytscha","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Actinopterygii","Osteichthyes"
"235",245,"Oncorhynchus kisutch","Oncorhynchus","Salmoninae","Salmonidae","Salmoniformes","Actinopterygii","Osteichthyes"
"236",246,"Salvelinus fontinalis","Salvelinus","Salmoninae","Salmonidae","Salmoniformes","Actinopterygii","Osteichthyes"
"237",247,"Salvelinus alpinus","Salvelinus","Salmoninae","Salmonidae","Salmoniformes","Actinopterygii","Osteichthyes"
"238",248,"Salvelinus namaycush","Salvelinus","Salmoninae","Salmonidae","Salmoniformes","Actinopterygii","Osteichthyes"
"239",249,"Centrolophus niger","Centrolophus",NA,"Centrolophidae","Perciformes","Actinopterygii","Osteichthyes"
"240",250,"Schedophilus ovalis","Schedophilus",NA,"Centrolophidae","Perciformes","Actinopterygii","Osteichthyes"
"241",251,"Plecoglossus altivelis","Plecoglossus",NA,"Plecoglossidae","Osmeriformes","Actinopterygii","Osteichthyes"
"242",252,"Mallotus villosus","Mallotus",NA,"Osmeridae","Osmeriformes","Actinopterygii","Osteichthyes"
"243",253,"Osmerus mordax","Osmerus",NA,"Osmeridae","Osmeriformes","Actinopterygii","Osteichthyes"
"244",254,"Hypomesus olidus","Hypomesus",NA,"Osmeridae","Osmeriformes","Actinopterygii","Osteichthyes"
"245",255,"Hypomesus pretiosus","Hypomesus",NA,"Osmeridae","Osmeriformes","Actinopterygii","Osteichthyes"
"246",256,"Thaleichthys pacificus","Thaleichthys",NA,"Osmeridae","Osmeriformes","Actinopterygii","Osteichthyes"
"247",257,"Glossanodon semifasciatus","Glossanodon",NA,"Argentinidae","Osmeriformes","Actinopterygii","Osteichthyes"
"248",258,"Esox lucius","Esox",NA,"Esocidae","Esociformes","Actinopterygii","Osteichthyes"
"249",259,"Lampanyctodes hectoris","Lampanyctodes","Lampanyctinae","Myctophidae","Myctophiformes","Actinopterygii","Osteichthyes"
"250",260,"Harpadon nehereus","Harpadon","Harpadontinae","Synodontidae","Aulopiformes","Actinopterygii","Osteichthyes"
"251",261,"Lutjanus fulviflamma","Lutjanus","Lutjaninae","Lutjanidae","Perciformes","Actinopterygii","Osteichthyes"
"252",262,"Lutjanus fulvus","Lutjanus","Lutjaninae","Lutjanidae","Perciformes","Actinopterygii","Osteichthyes"
"253",263,"Colossoma macropomum","Colossoma",NA,"Serrasalmidae","Characiformes","Actinopterygii","Osteichthyes"
"254",264,"Lutjanus johnii","Lutjanus","Lutjaninae","Lutjanidae","Perciformes","Actinopterygii","Osteichthyes"
"255",265,"Lutjanus gibbus","Lutjanus","Lutjaninae","Lutjanidae","Perciformes","Actinopterygii","Osteichthyes"
"256",266,"Lutjanus griseus","Lutjanus","Lutjaninae","Lutjanidae","Perciformes","Actinopterygii","Osteichthyes"
"257",268,"Abramis brama","Abramis","Leuciscinae","Cyprinidae","Cypriniformes","Actinopterygii","Osteichthyes"
"258",269,"Tinca tinca","Tinca","Tincinae","Cyprinidae","Cypriniformes","Actinopterygii","Osteichthyes"
"259",270,"Carassius carassius","Carassius","Cyprininae","Cyprinidae","Cypriniformes","Actinopterygii","Osteichthyes"
"260",271,"Carassius auratus","Carassius","Cyprininae","Cyprinidae","Cypriniformes","Actinopterygii","Osteichthyes"
"261",272,"Rutilus rutilus","Rutilus","Leuciscinae","Cyprinidae","Cypriniformes","Actinopterygii","Osteichthyes"
"262",274,"Hypophthalmichthys molitrix","Hypophthalmichthys","Xenocyprinae","Cyprinidae","Cypriniformes","Actinopterygii","Osteichthyes"
"263",275,"Hypophthalmichthys nobilis","Hypophthalmichthys","Xenocyprinae","Cyprinidae","Cypriniformes","Actinopterygii","Osteichthyes"
"264",276,"Notemigonus crysoleucas","Notemigonus","Leuciscinae","Cyprinidae","Cypriniformes","Actinopterygii","Osteichthyes"
"265",277,"Osteochilus vittatus","Osteochilus","Labeoninae","Cyprinidae","Cypriniformes","Actinopterygii","Osteichthyes"
"266",278,"Anchoa delicatissima","Anchoa","Engraulinae","Engraulidae","Clupeiformes","Actinopterygii","Osteichthyes"
"267",279,"Anchoa curta","Anchoa","Engraulinae","Engraulidae","Clupeiformes","Actinopterygii","Osteichthyes"
"268",280,"Anchoa eigenmannia","Anchoa","Engraulinae","Engraulidae","Clupeiformes","Actinopterygii","Osteichthyes"
"269",281,"Rastrineobola argentea","Rastrineobola","Danioninae","Cyprinidae","Cypriniformes","Actinopterygii","Osteichthyes"
"270",282,"Parabramis pekinensis","Parabramis","Cultrinae","Cyprinidae","Cypriniformes","Actinopterygii","Osteichthyes"
"271",283,"Pelecus cultratus","Pelecus","Leuciscinae","Cyprinidae","Cypriniformes","Actinopterygii","Osteichthyes"
"272",285,"Megalobrama amblycephala","Megalobrama","Cultrinae","Cyprinidae","Cypriniformes","Actinopterygii","Osteichthyes"
"273",286,"Barbonymus gonionotus","Barbonymus","Cyprininae","Cyprinidae","Cypriniformes","Actinopterygii","Osteichthyes"
"274",288,"Galeichthys feliceps","Galeichthys","Galeichthyinae","Ariidae","Siluriformes","Actinopterygii","Osteichthyes"
"275",289,"Silurus glanis","Silurus",NA,"Siluridae","Siluriformes","Actinopterygii","Osteichthyes"
"276",290,"Ictalurus punctatus","Ictalurus",NA,"Ictaluridae","Siluriformes","Actinopterygii","Osteichthyes"
"277",291,"Ameiurus melas","Ameiurus",NA,"Ictaluridae","Siluriformes","Actinopterygii","Osteichthyes"
"278",292,"Pangasius pangasius","Pangasius",NA,"Pangasiidae","Siluriformes","Actinopterygii","Osteichthyes"
"279",293,"Clarias fuscus","Clarias",NA,"Clariidae","Siluriformes","Actinopterygii","Osteichthyes"
"280",295,"Anguilla japonica","Anguilla",NA,"Anguillidae","Anguilliformes","Actinopterygii","Osteichthyes"
"281",296,"Anguilla rostrata","Anguilla",NA,"Anguillidae","Anguilliformes","Actinopterygii","Osteichthyes"
"282",297,"Anguilla australis","Anguilla",NA,"Anguillidae","Anguilliformes","Actinopterygii","Osteichthyes"
"283",298,"Muraenesox cinereus","Muraenesox",NA,"Muraenesocidae","Anguilliformes","Actinopterygii","Osteichthyes"
"284",299,"Conger orbignianus","Conger","Congrinae","Congridae","Anguilliformes","Actinopterygii","Osteichthyes"
"285",300,"Conger oceanicus","Conger","Congrinae","Congridae","Anguilliformes","Actinopterygii","Osteichthyes"
"286",301,"Conger conger","Conger","Congrinae","Congridae","Anguilliformes","Actinopterygii","Osteichthyes"
"287",302,"Conger myriaster","Conger","Congrinae","Congridae","Anguilliformes","Actinopterygii","Osteichthyes"
"288",303,"Cololabis saira","Cololabis",NA,"Scomberesocidae","Beloniformes","Actinopterygii","Osteichthyes"
"289",305,"Hyporhamphus sajori","Hyporhamphus",NA,"Hemiramphidae","Beloniformes","Actinopterygii","Osteichthyes"
"290",306,"Salilota australis","Salilota",NA,"Moridae","Gadiformes","Actinopterygii","Osteichthyes"
"291",308,"Gadus macrocephalus","Gadus",NA,"Gadidae","Gadiformes","Actinopterygii","Osteichthyes"
"292",310,"Lota lota","Lota",NA,"Lotidae","Gadiformes","Actinopterygii","Osteichthyes"
"293",311,"Urophycis brasiliensis","Urophycis",NA,"Phycidae","Gadiformes","Actinopterygii","Osteichthyes"
"294",312,"Urophycis chuss","Urophycis",NA,"Phycidae","Gadiformes","Actinopterygii","Osteichthyes"
"295",313,"Urophycis tenuis","Urophycis",NA,"Phycidae","Gadiformes","Actinopterygii","Osteichthyes"
"296",314,"Eleginus nawaga","Eleginus",NA,"Gadidae","Gadiformes","Actinopterygii","Osteichthyes"
"297",315,"Eleginus gracilis","Eleginus",NA,"Gadidae","Gadiformes","Actinopterygii","Osteichthyes"
"298",316,"Microgadus tomcod","Microgadus",NA,"Gadidae","Gadiformes","Actinopterygii","Osteichthyes"
"299",318,"Gadus chalcogrammus","Gadus",NA,"Gadidae","Gadiformes","Actinopterygii","Osteichthyes"
"300",319,"Boreogadus saida","Boreogadus",NA,"Gadidae","Gadiformes","Actinopterygii","Osteichthyes"
"301",320,"Micromesistius australis","Micromesistius",NA,"Gadidae","Gadiformes","Actinopterygii","Osteichthyes"
"302",321,"Merluccius senegalensis","Merluccius","Merlucciinae","Merlucciidae","Gadiformes","Actinopterygii","Osteichthyes"
"303",322,"Merluccius australis","Merluccius","Merlucciinae","Merlucciidae","Gadiformes","Actinopterygii","Osteichthyes"
"304",323,"Merluccius bilinearis","Merluccius","Merlucciinae","Merlucciidae","Gadiformes","Actinopterygii","Osteichthyes"
"305",324,"Merluccius gayi gayi","Merluccius","Merlucciinae","Merlucciidae","Gadiformes","Actinopterygii","Osteichthyes"
"306",325,"Merluccius hubbsi","Merluccius","Merlucciinae","Merlucciidae","Gadiformes","Actinopterygii","Osteichthyes"
"307",326,"Merluccius productus","Merluccius","Merlucciinae","Merlucciidae","Gadiformes","Actinopterygii","Osteichthyes"
"308",327,"Merluccius polli","Merluccius","Merlucciinae","Merlucciidae","Gadiformes","Actinopterygii","Osteichthyes"
"309",329,"Macruronus magellanicus","Macruronus","Merlucciinae","Merlucciidae","Gadiformes","Actinopterygii","Osteichthyes"
"310",331,"Macrourus berglax","Macrourus","Macrourinae","Macrouridae","Gadiformes","Actinopterygii","Osteichthyes"
"311",332,"Coryphaenoides rupestris","Coryphaenoides","Macrourinae","Macrouridae","Gadiformes","Actinopterygii","Osteichthyes"
"312",333,"Macroramphosus scolopax","Macroramphosus","Macroramphosinae","Centriscidae","Syngnathiformes","Actinopterygii","Osteichthyes"
"313",334,"Hoplostethus atlanticus","Hoplostethus",NA,"Trachichthyidae","Beryciformes","Actinopterygii","Osteichthyes"
"314",336,"Zenopsis conchifer","Zenopsis",NA,"Zeidae","Zeiformes","Actinopterygii","Osteichthyes"
"315",338,"Joturus pichardi","Joturus",NA,"Mugilidae","Mugiliformes","Actinopterygii","Osteichthyes"
"316",339,"Menidia menidia","Menidia","Menidiinae","Atherinopsidae","Atheriniformes","Actinopterygii","Osteichthyes"
"317",340,"Eleutheronema tetradactylum","Eleutheronema",NA,"Polynemidae","Perciformes","Actinopterygii","Osteichthyes"
"318",341,"Galeoides decadactylus","Galeoides",NA,"Polynemidae","Perciformes","Actinopterygii","Osteichthyes"
"319",342,"Pentanemus quinquarius","Pentanemus",NA,"Polynemidae","Perciformes","Actinopterygii","Osteichthyes"
"320",343,"Channa striata","Channa",NA,"Channidae","Perciformes","Actinopterygii","Osteichthyes"
"321",344,"Channa micropeltes","Channa",NA,"Channidae","Perciformes","Actinopterygii","Osteichthyes"
"322",345,"Centropomus undecimalis","Centropomus",NA,"Centropomidae","Perciformes","Actinopterygii","Osteichthyes"
"323",346,"Lates calcarifer","Lates",NA,"Latidae","Perciformes","Actinopterygii","Osteichthyes"
"324",347,"Lates niloticus","Lates",NA,"Latidae","Perciformes","Actinopterygii","Osteichthyes"
"325",348,"Epinephelus analogus","Epinephelus","Epinephelinae","Serranidae","Perciformes","Actinopterygii","Osteichthyes"
"326",349,"Polyprion americanus","Polyprion",NA,"Polyprionidae","Perciformes","Actinopterygii","Osteichthyes"
"327",350,"Polyprion oxygeneios","Polyprion",NA,"Polyprionidae","Perciformes","Actinopterygii","Osteichthyes"
"328",351,"Acanthistius brasilianus","Acanthistius","Anthiinae","Serranidae","Perciformes","Actinopterygii","Osteichthyes"
"329",352,"Paralabrax humeralis","Paralabrax","Serraninae","Serranidae","Perciformes","Actinopterygii","Osteichthyes"
"330",353,"Morone saxatilis","Morone",NA,"Moronidae","Perciformes","Actinopterygii","Osteichthyes"
"331",354,"Lutjanus dodecacanthoides","Lutjanus","Lutjaninae","Lutjanidae","Perciformes","Actinopterygii","Osteichthyes"
"332",355,"Morone americana","Morone",NA,"Moronidae","Perciformes","Actinopterygii","Osteichthyes"
"333",356,"Priacanthus macracanthus","Priacanthus",NA,"Priacanthidae","Perciformes","Actinopterygii","Osteichthyes"
"334",357,"Synagrops japonicus","Synagrops",NA,"Acropomatidae","Perciformes","Actinopterygii","Osteichthyes"
"335",358,"Perca fluviatilis","Perca","Percinae","Percidae","Perciformes","Actinopterygii","Osteichthyes"
"336",359,"Perca flavescens","Perca","Percinae","Percidae","Perciformes","Actinopterygii","Osteichthyes"
"337",360,"Sander lucioperca","Sander","Luciopercinae","Percidae","Perciformes","Actinopterygii","Osteichthyes"
"338",361,"Centropristis striata","Centropristis","Serraninae","Serranidae","Perciformes","Actinopterygii","Osteichthyes"
"339",362,"Lopholatilus chamaeleonticeps","Lopholatilus","Latilinae","Malacanthidae","Perciformes","Actinopterygii","Osteichthyes"
"340",363,"Lactarius lactarius","Lactarius",NA,"Lactariidae","Perciformes","Actinopterygii","Osteichthyes"
"341",364,"Pomatomus saltatrix","Pomatomus",NA,"Pomatomidae","Perciformes","Actinopterygii","Osteichthyes"
"342",366,"Trachurus japonicus","Trachurus","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"343",367,"Trachurus murphyi","Trachurus","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"344",368,"Trachurus symmetricus","Trachurus","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"345",369,"Trachurus lathami","Trachurus","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"346",370,"Exyrias belissimus","Exyrias","Gobiinae","Gobiidae","Perciformes","Actinopterygii","Osteichthyes"
"347",371,"Trachurus trecae","Trachurus","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"348",372,"Trachurus declivis","Trachurus","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"349",374,"Decapterus russelli","Decapterus","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"350",375,"Exyrias ferrarisi","Exyrias","Gobiinae","Gobiidae","Perciformes","Actinopterygii","Osteichthyes"
"351",376,"Clarias anguillaris","Clarias",NA,"Clariidae","Siluriformes","Actinopterygii","Osteichthyes"
"352",377,"Exyrias puntang","Exyrias","Gobiinae","Gobiidae","Perciformes","Actinopterygii","Osteichthyes"
"353",378,"Selene setapinnis","Selene","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"354",379,"Selene dorsalis","Selene","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"355",380,"Trachinotus carolinus","Trachinotus","Trachinotinae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"356",381,"Seriola quinqueradiata","Seriola","Naucratinae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"357",382,"Seriola lalandi","Seriola","Naucratinae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"358",384,"Megalaspis cordyla","Megalaspis","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"359",385,"Chloroscombrus chrysurus","Chloroscombrus","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"360",386,"Parona signata","Parona","Scomberoidinae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"361",387,"Selar crumenophthalmus","Selar","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"362",388,"Selaroides leptolepis","Selaroides","Caranginae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"363",390,"Mene maculata","Mene",NA,"Menidae","Perciformes","Actinopterygii","Osteichthyes"
"364",391,"Brama brama","Brama",NA,"Bramidae","Perciformes","Actinopterygii","Osteichthyes"
"365",392,"Arripis georgianus","Arripis",NA,"Arripidae","Perciformes","Actinopterygii","Osteichthyes"
"366",394,"Dicentrarchus punctatus","Dicentrarchus",NA,"Moronidae","Perciformes","Actinopterygii","Osteichthyes"
"367",395,"Emmelichthys nitidus nitidus","Emmelichthys",NA,"Emmelichthyidae","Perciformes","Actinopterygii","Osteichthyes"
"368",396,"Nemipterus virgatus","Nemipterus",NA,"Nemipteridae","Perciformes","Actinopterygii","Osteichthyes"
"369",397,"Isacia conceptionis","Isacia","Haemulinae","Haemulidae","Perciformes","Actinopterygii","Osteichthyes"
"370",398,"Plectorhinchus mediterraneus","Plectorhinchus","Plectorhinchinae","Haemulidae","Perciformes","Actinopterygii","Osteichthyes"
"371",399,"Pomadasys argenteus","Pomadasys","Haemulinae","Haemulidae","Perciformes","Actinopterygii","Osteichthyes"
"372",400,"Brachydeuterus auritus","Brachydeuterus","Haemulinae","Haemulidae","Perciformes","Actinopterygii","Osteichthyes"
"373",401,"Conodon nobilis","Conodon","Haemulinae","Haemulidae","Perciformes","Actinopterygii","Osteichthyes"
"374",402,"Sillaginopsis panijus","Sillaginopsis",NA,"Sillaginidae","Perciformes","Actinopterygii","Osteichthyes"
"375",403,"Cynoscion analis","Cynoscion",NA,"Sciaenidae","Perciformes","Actinopterygii","Osteichthyes"
"376",405,"Cynoscion nebulosus","Cynoscion",NA,"Sciaenidae","Perciformes","Actinopterygii","Osteichthyes"
"377",406,"Cynoscion regalis","Cynoscion",NA,"Sciaenidae","Perciformes","Actinopterygii","Osteichthyes"
"378",407,"Cynoscion striatus","Cynoscion",NA,"Sciaenidae","Perciformes","Actinopterygii","Osteichthyes"
"379",408,"Micropogonias undulatus","Micropogonias",NA,"Sciaenidae","Perciformes","Actinopterygii","Osteichthyes"
"380",409,"Menticirrhus americanus","Menticirrhus",NA,"Sciaenidae","Perciformes","Actinopterygii","Osteichthyes"
"381",410,"Menticirrhus saxatilis","Menticirrhus",NA,"Sciaenidae","Perciformes","Actinopterygii","Osteichthyes"
"382",411,"Menticirrhus littoralis","Menticirrhus",NA,"Sciaenidae","Perciformes","Actinopterygii","Osteichthyes"
"383",412,"Elagatis bipinnulata","Elagatis","Naucratinae","Carangidae","Perciformes","Actinopterygii","Osteichthyes"
"384",413,"Umbrina canosai","Umbrina",NA,"Sciaenidae","Perciformes","Actinopterygii","Osteichthyes"
"385",416,"Larimichthys polyactis","Larimichthys",NA,"Sciaenidae","Perciformes","Actinopterygii","Osteichthyes"
"386",417,"Macrodon ancylodon","Macrodon",NA,"Sciaenidae","Perciformes","Actinopterygii","Osteichthyes"
"387",418,"Argyrosomus regius","Argyrosomus",NA,"Sciaenidae","Perciformes","Actinopterygii","Osteichthyes"
"388",419,"Argyrosomus hololepidotus","Argyrosomus",NA,"Sciaenidae","Perciformes","Actinopterygii","Osteichthyes"
"389",420,"Atractoscion aequidens","Atractoscion",NA,"Sciaenidae","Perciformes","Actinopterygii","Osteichthyes"
"390",422,"Genyonemus lineatus","Genyonemus",NA,"Sciaenidae","Perciformes","Actinopterygii","Osteichthyes"
"391",423,"Pteroscion peli","Pteroscion",NA,"Sciaenidae","Perciformes","Actinopterygii","Osteichthyes"
"392",424,"Paralonchurus peruanus","Paralonchurus",NA,"Sciaenidae","Perciformes","Actinopterygii","Osteichthyes"
"393",425,"Pogonias cromis","Pogonias",NA,"Sciaenidae","Perciformes","Actinopterygii","Osteichthyes"
"394",426,"Epinephelus aeneus","Epinephelus","Epinephelinae","Serranidae","Perciformes","Actinopterygii","Osteichthyes"
"395",427,"Nibea mitsukurii","Nibea",NA,"Sciaenidae","Perciformes","Actinopterygii","Osteichthyes"
"396",428,"Larimichthys crocea","Larimichthys",NA,"Sciaenidae","Perciformes","Actinopterygii","Osteichthyes"
"397",429,"Leiostomus xanthurus","Leiostomus",NA,"Sciaenidae","Perciformes","Actinopterygii","Osteichthyes"
